seqCorp,法人コード,法人の名称,法人の名称フリガナ,法人区分,行政庁,法人番号(JCN),郵便番号,主たる事務所の住所,代表電話番号,代表者の氏名,ホームページアドレス,事業年度,事業の種類,事業の概要,税額控除に係る証明
20782,A023793,一般財団法人清仁会,イッパンザイダンホウジンセイジンカイ,一般財団法人である移行法人,宮崎県,3350005000123,889-1601,宮崎県宮崎市清武町木原５２００番地宮崎大学医学部附属病院構内,0985-85-5184,丸野　和年,http://www1.ocn.ne.jp/~s-m-u-h/12.html,04月01日～03月31日,,宮崎大学医学部附属病院の機能を充実し、もって宮崎県における保健医療の向上をに寄与する為、患者に対する慰安及び援助等、併せて、患者、職員及び学生等に対する便宜の供与等を行う。,
20783,A015116,公益財団法人射水市スポーツ協会,コウエキザイダンホウジンイミズシスポーツキョウカイ,公益財団法人,富山県,1230005007207,934-0039,富山県射水市久々湊４６７番地新湊総合体育館内,0766-82-8278,夏野　元志,https://imizu-sport.jp,04月01日～03月31日,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業,市民スポーツの普及、振興に関する事業,
20784,A023708,一般社団法人家庭教育支援センターペアレンツキャンプ,イッパンシャダンホウジンカテイキョウイクシエンセンターペアレンツキャンプ,一般社団法人,内閣府,9120005013670,530-0041,大阪府大阪市北区天神橋一丁目１９番１５号大証ビル３０３号,06-6356-1818,水野　達朗,,,,,
20785,A006192,一般財団法人広島県食品工業振興財団,イッパンザイダンホウジンヒロシマケンショクヒンコウギョウシンコウザイダン,一般財団法人である移行法人,広島県,9240005007207,733-0832,広島県広島市西区草津港１丁目９番３９号株式会社大崎水産内,082-277-1291,大崎　桂介,,04月01日～03月31日,,食品工業の技術振興に寄与する研究に対する助成。同様の助成を行う公益法人、団体等に対する寄付。すぐれた研究者の表彰。講演会、研修会の開催。,
20786,A015594,一般社団法人静岡県冷凍空調工業会,イッパンシャダンホウジンシズオカケンレイトウクウチョウコウギョウカイ,一般社団法人,静岡県,,422-8067,静岡県静岡市駿河区南町6番１号,054-285-2686,鳥波　益男,,04月01日～03月31日,,"冷凍空調設備業種における高圧ガス保安法による保安業務の推進
冷凍空調設備に関する研修会・講習会等の開催
省エネルギーの推進と地球環境の保護活動",
20787,A023514,公益財団法人加藤庸子国際基金,コウエキザイダンホウジンカトウヨウココクサイキキン,公益財団法人,内閣府,3180005014958,454-0012,愛知県名古屋市中川区尾頭橋三丁目３－１８コーポ松原１階１０２号,052-982-8238,加藤　庸子,https://yoko-kato.org/,01月01日～12月31日,"学術及び科学技術の振興を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業",アジア　アフリカ、南米、その他世界の発展途上にある国または地域における若い脳神経外科医師、医学生、および看護師等の医療従事者の育成、技術の向上、発展を支援する事業,【税額控除に係る証明書】(公財)加藤庸子国際基金
20788,A006712,一般社団法人東海青年会議所,イッパンシャダンホウジントウカイセイネンカイギショ,一般社団法人,愛知県,5180005012563,476-0013,愛知県東海市中央町４丁目２番地東海市立商工センター３０３,0562-33-8371,伊藤　大司,http://tokaijc.sakura.ne.jp/,01月01日～12月31日,,明るい豊かなまちづくり実現のための一般市民を対象とした体験活動や公開講座及び各種セミナー等の地域振興事業,
20789,A023065,一般社団法人福江青年会議所,イッパンシャダンホウジンフクエセイネンカイギショ,一般社団法人,長崎県,7310005006814,853-0005,長崎県五島市末広町８番地４,0959-72-8347,吉田　慎太郎,http://fukue-jc.com/,01月01日～12月31日,児童又は青少年の健全な育成を目的とする事業,地域社会の発展を図り、会員の連携と指導力の啓発に努めるとともに、国際的理解に努め、国家及び世界の繁栄と平和に寄与する事業を行う。,
20790,A006330,公益社団法人豊能納税協会,コウエキシャダンホウジントヨノノウゼイキョウカイ,公益社団法人,大阪府,5120905004558,563-0025,大阪府池田市城南２丁目１番２１号,072-751-2185,野崎　光男,http://www.nk-net.co.jp/toyono/,04月01日～03月31日,国政の健全な運営の確保に資することを目的とする事業,本会は、税務行政の円滑な執行に寄与するため、各種講習会や相談会、機関誌・会報誌等の配布、税務広報等を実施するとともに、企業経営の健全な発展と地域社会の発展に寄与するための講演会等を実施している。,
20791,A014946,一般社団法人日本バルブ工業会,イッパンシャダンホウジンニホンバルブコウギョウカイ,一般社団法人,内閣府,3010405001135,105-0011,東京都港区芝公園３丁目５番８号,03-3434-1811,中村　善典,http://www.j-valve.or.jp,04月01日～03月31日,,本会は、バルブの品質及び性能の改善向上を通じてバルブの機能を利用する装置類の性能の向上及び安全性の確保を図るとともに、バルブ工業の高度化を図り、もって関連産業の安定的な発展と国民生活に寄与する。,
20792,A006848,公益社団法人大分県薬剤師会,コウエキシャダンホウジンオオイタケンヤクザイシカイ,公益社団法人,大分県,1320005008204,870-0855,大分県大分市大字豊饒二丁目11番3号,097-544-4405,中芝　高彦,http://www.oitakenyaku.or.jp/,04月01日～03月31日,"公衆衛生の向上を目的とする事業、
事故又は災害の防止を目的とする事業",日本薬剤師会並びに県内の地域・職域薬剤師会との連携のもと、薬剤師の倫理の高揚、学術の振興、薬学及び薬業の進歩発展等を図り、もって県民の健康な生活の確保・向上に寄与する。,
20793,A014942,公益社団法人奈良県バス協会,コウエキシャダンホウジンナラケンバスキョウカイ,公益社団法人,奈良県,9150005008016,630-8115,奈良県奈良市大宮町一丁目１番２５号,0742-25-2110,森島　和洋,http://nara-bus.or.jp/,04月01日～03月31日,地域社会の健全な発展を目的とする事業,地域住民の足として必要不可欠な公共交通機関であるバス輸送を振興するため、輸送の安全性の確保のための助成や利用促進等の啓発活動を行う事業,
20794,A023073,一般社団法人桶川青年会議所,イッパンシャダンホウジンオケガワセイネンカイギショ,一般社団法人,埼玉県,6030005006190,363-0024,埼玉県桶川市鴨川１丁目４番３号桶川市商工会内,048-786-0903,上田　純平,http://www.geocities.jp/saitama_okegawa_jc/,01月01日～12月31日,,この法人は、地域社会及び国家の発展を図り、会員の連帯と指導力の啓発に務めるとともに、国際的理解を深め、世界の平和に寄与することを目的とする,
20795,A006659,一般社団法人宮城県手をつなぐ育成会,イッパンシャダンホウジンミヤギケンテヲツナグイクセイカイ,一般社団法人である移行法人,宮城県,7370005000134,983-0836,宮城県仙台市宮城野区幸町４丁目６番２号,022-292-5226,永野　幸一,,04月01日～03月31日,,知的障害児（者）とその家族に対する相談・研修・支援事業,
20796,A015905,一般財団法人香川県社会保険協会,ザイダンホウジンカガワケンシャカイホケンキョウカイ,一般財団法人,香川県,,760-0078,香川県高松市今里町一丁目九番地の一,087-834-0522,東和男,http://www.kagawa-shahokyo.or.jp/,04月01日～03月31日,,香川県下における健康保険、厚生年金保険等の被保険者等の福利を増進し、社会保険制度の普及及び社会保険事業の円滑な運営に寄与することを目的とする。,
20797,A023412,一般社団法人淡路青年会議所,イッパンシャダンホウジンアワジセイネンカイギショ,一般社団法人,兵庫県,4140005019134,656-0013,兵庫県洲本市下加茂１丁目１番８６号,0799-22-6611,竹田　良平,http://www.awaji-jc.or.jp/,01月01日～12月31日,,社会開発運動・地域活性化・青少年育成事業などを行い「明るい豊かな淡路島」の実現に向けた活動を続けています。また会員においては日々の活動を通して社会・地域のリーダーとしての指導者能力を鍛えます。,
